"piler_party","party_id","party_code","party_name","Country"
"LDS-Liberal Democrats",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"LIPA",881,"LIPA","Party Lime Tree","Slovenia"
"LMŠ - Lista Marjana Šarca",6132,"LMS","List of Marjan Sarec","Slovenia"
"LS (Liberal Party)",1188,"SoS","Slovenian Liberal Party","Slovenia"
"Left",6131,"L","The Left","Slovenia"
"Left - Levica",6131,"L","The Left","Slovenia"
"Left - Levica (L)",6131,"L","The Left","Slovenia"
"Liberal Democracy of Slovenia",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal Democracy of Slovenia (LDS)",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal Democracy of Slovenia - LDS",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal Democracy of Solvenia - LDS",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal Democrat LDS",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal Democrats - LDS",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal democrat",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal democrat party",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal democrat-LDS",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberal party",1188,"SoS","Slovenian Liberal Party","Slovenia"
"Liberalna demokracija Slovenije",975,"LDS","Liberal Democracy of Slovenia","Slovenia"
"Liberalna stranka",1188,"SoS","Slovenian Liberal Party","Slovenia"
"Liberalno demokratska stranka",2099,"LDSS","Liberal Democratic Party of Slovenia","Slovenia"
"Marjan Sarec List - LMS",6132,"LMS","List of Marjan Sarec","Slovenia"
"Marjan Sarec list - Lista Marjana Sarca (LMS)",6132,"LMS","List of Marjan Sarec","Slovenia"
"NSI - New Slovenia",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"NSI - Nova Slovenija  Krcanski demokrati",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"NSI - Nova Slovenija – Kršcanski demokrati",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"NSI-New Slovenia",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"NSi - New Slovenia - Christian people's party",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"National party",96,"SNS","Slovenian National Party","Slovenia"
"New Politics - ZARES",474,"Zares","For Real","Slovenia"
"New Slovenia - Christian People's Party (NSi)",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia - Christian Peoples Party - NSi",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia - NSI",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia - Nova Slovenija (NSi)",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia Christian Democrats - NSI",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia NSI",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia – Christian Democrats",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia-Christian (NSI)",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"New Slovenia-Christian People's Party",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"Nova Slovenija - Krcanska ljudska stranka",1618,"NSi","New Slovenia — Christian People's Party","Slovenia"
"Other parties or lists (not specified)",,,,"Slovenia"
"PS - Positive Slovenia",1773,"LZJ — PS","Zoran Janković's List — Positive Slovenia","Slovenia"
"PS - Pozitivna Slovenija",1773,"LZJ — PS","Zoran Janković's List — Positive Slovenia","Slovenia"
"Party for Sustainable Development - TRS",1015,"TRS","Party for Sustainable Development of Slovenia","Slovenia"
"Party for sustainable development - TRS",1015,"TRS","Party for Sustainable Development of Slovenia","Slovenia"
"Party of Miro Cerar / Party of Modern Center",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Miro Cerar/ Party of Modern Center",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Miro Cerar/ Party of Modern Center - SMC",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Modern Center - SMC",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Modern Center Stranka modernega centra (SMC)",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Modern Center – SMC",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Party of Modern Centre - SMC",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"Peoples Party - SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Peoples party",764,"SLS","Slovenian People's Party","Slovenia"
"Peoples party SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Peoples party SLS+SKD",,,,"Slovenia"
"Peoples party-SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Positive Slovenia - PS",1773,"LZJ — PS","Zoran Janković's List — Positive Slovenia","Slovenia"
"Povežimo Slovenijo (Konkretno, Zeleni Slovenije, SLS, NLS, NS)",,,,"Slovenia"
"SAB - Stranka Alenke Bratušek",3114,"ZaAB / SAB","Alliance of Alenka Bratusek / Party of Alenka Bratušek","Slovenia"
"SD - Social Democrats",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"SD - Social democrats",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"SD - Socialni demokrati",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"SD-Social Democrats (former ZLSD Combined list)",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"SDP (Social-democratic renewal)",,,,"Slovenia"
"SDS (Social Democratic Party)",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS - Slovenian democratic party",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS - Slovenska demokratska stranka",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS Social democrat",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS Social democrat party",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS-Slovenian Democratic Party",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS-Slovenian Democratics",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDS-Social Democratic",472,"SDS","Slovenian Democratic Party","Slovenia"
"SDSS (Social democratic party of Slovenia)",,,,"Slovenia"
"SDU (Social Democratic Union)",,,,"Slovenia"
"SDZ - Narodno demokratska stranka",761,"SDZ","Slovenian Democratic Union","Slovenia"
"SDZ - National democrat party",761,"SDZ","Slovenian Democratic Union","Slovenia"
"SDZ-NDS (National Democratic Party)",318,"NDS","National Democratic Party","Slovenia"
"SKD (Slovene Christian Democrats)",644,"SKD","Slovenian Christian Democrats","Slovenia"
"SKD Slovenian Christ",644,"SKD","Slovenian Christian Democrats","Slovenia"
"SKD Slovenian Christian democrats",644,"SKD","Slovenian Christian Democrats","Slovenia"
"SLS  - Slovenska ljudska stranka",764,"SLS","Slovenian People's Party","Slovenia"
"SLS (Slovene Peoples Party)",764,"SLS","Slovenian People's Party","Slovenia"
"SLS - Slovene people's party",764,"SLS","Slovenian People's Party","Slovenia"
"SLS - Slovenska ljudska stranka",764,"SLS","Slovenian People's Party","Slovenia"
"SLS Peoples party",764,"SLS","Slovenian People's Party","Slovenia"
"SLS-Peoples Party",764,"SLS","Slovenian People's Party","Slovenia"
"SLS-Peoples party",764,"SLS","Slovenian People's Party","Slovenia"
"SMC - Party of Modern Center",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"SMC - Stranka Mira Cerarja",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"SMC - Stranka modernega centra",3098,"SMC","Party of Miro Cerar / Modern Center Party","Slovenia"
"SMS-Slovenian Youth Party",1401,"SMS","Youth Party of Slovenia","Slovenia"
"SMS-Youth Party",1401,"SMS","Youth Party of Slovenia","Slovenia"
"SNS (Slovene National Party)",96,"SNS","Slovenian National Party","Slovenia"
"SNS - Slovenian national party",96,"SNS","Slovenian National Party","Slovenia"
"SNS - Slovenska nacionalna stranka",96,"SNS","Slovenian National Party","Slovenia"
"SNS Slovenian nation",96,"SNS","Slovenian National Party","Slovenia"
"SNS Slovenian national party",96,"SNS","Slovenian National Party","Slovenia"
"SNS-Slovenian Nation",96,"SNS","Slovenian National Party","Slovenia"
"SSS (Socialist party of Slovenia)",1037,"SsS","Socialist Party of Slovenia","Slovenia"
"Sivi Panterji - Stranka Upokojencev Slovenije (SP)",,,,"Slovenia"
"Slovene Christian Democrats (SKD)",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Slovene National Party (SNS)",96,"SNS","Slovenian National Party","Slovenia"
"Slovene National Party - SNS",96,"SNS","Slovenian National Party","Slovenia"
"Slovene People's Party (SLS)",764,"SLS","Slovenian People's Party","Slovenia"
"Slovene Peoples Party (SLS)",764,"SLS","Slovenian People's Party","Slovenia"
"Slovene Peoples Party - SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Slovene Youth Party (SMS)",1401,"SMS","Youth Party of Slovenia","Slovenia"
"Slovenian Christian SKD",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Slovenian Christian democrats",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Slovenian Christian party",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Slovenian Christian party-SKD",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Slovenian Democratic Party",472,"SDS","Slovenian Democratic Party","Slovenia"
"Slovenian Democratic Party - SDS",472,"SDS","Slovenian Democratic Party","Slovenia"
"Slovenian Democratic Party - Slovenska demokratska stranka (SDS)",472,"SDS","Slovenian Democratic Party","Slovenia"
"Slovenian Democratic Party- SDS",472,"SDS","Slovenian Democratic Party","Slovenia"
"Slovenian Nation - SNS",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian Nation SNS",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian National Party",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian National Party - SNS",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian National Party - Slovenska nacionalna stranka (SNS)",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian National party",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian National party-SNS",96,"SNS","Slovenian National Party","Slovenia"
"Slovenian People's Party",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenian People's Party - SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenian Peoples Party - Slovenska ljudska stranka (SLS)",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenian peoples party",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenians People Party - SLS",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenska Nacionalna Desnica (SND)",,,,"Slovenia"
"Slovenska demokratska stranka",472,"SDS","Slovenian Democratic Party","Slovenia"
"Slovenska ljudska stranka",764,"SLS","Slovenian People's Party","Slovenia"
"Slovenska nacionalna stranka",96,"SNS","Slovenian National Party","Slovenia"
"Slovenski krscanki demokrati",644,"SKD","Slovenian Christian Democrats","Slovenia"
"Soc democr",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Social Democratic - SDS",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social Democratic Party (SDS)",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social Democratic Party of Slovenia (SDS)",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social Democratic Party of Slovenia (SDSS)",,,,"Slovenia"
"Social Democratic SDS",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social Democrats",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Social Democrats (former ZLSD-Combined list) - SD",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Social Democrats - SD",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Social Democrats - Socialni demokrati (SD)",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Social democratic alliance of Slovenia",,,,"Slovenia"
"Social democratic party",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social democratic party-SDS",472,"SDS","Slovenian Democratic Party","Slovenia"
"Social democratic reconstruction",,,,"Slovenia"
"Social democratic union",,,,"Slovenia"
"Socialdemokratka zveza Slovenije",,,,"Slovenia"
"Socialdemokratska prenova",,,,"Slovenia"
"Socialdemokratska unija Slovenije",,,,"Slovenia"
"Socialist party of Slovenia",1037,"SsS","Socialist Party of Slovenia","Slovenia"
"Socialisticna stranka Slovenije",1037,"SsS","Socialist Party of Slovenia","Slovenia"
"Socialni demokrati",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Stranka nove politike",474,"Zares","For Real","Slovenia"
"United Left",4714,"ZdLe","United Left","Slovenia"
"United Left - ZL",2276,"ZL","Unity, Asssociated List","Slovenia"
"United List of Social Democrats (ZLSD)",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"United List of Social Democrats - ZLSD",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"Youth Party",1401,"SMS","Youth Party of Slovenia","Slovenia"
"Youth Party SMS",1401,"SMS","Youth Party of Slovenia","Slovenia"
"Youth Party of Slovenia",1401,"SMS","Youth Party of Slovenia","Slovenia"
"Youth party SMS",1401,"SMS","Youth Party of Slovenia","Slovenia"
"ZAAB - Alliance of Alenka Bratusek",3114,"ZaAB / SAB","Alliance of Alenka Bratusek / Party of Alenka Bratušek","Slovenia"
"ZAAB - Zaveznitvo Alenke Bratuek",3114,"ZaAB / SAB","Alliance of Alenka Bratusek / Party of Alenka Bratušek","Slovenia"
"ZAAB - Zavezništvo Alenke Bratušek",3114,"ZaAB / SAB","Alliance of Alenka Bratusek / Party of Alenka Bratušek","Slovenia"
"ZARES",474,"Zares","For Real","Slovenia"
"ZARES - New Politics",474,"Zares","For Real","Slovenia"
"ZARES, New politics",474,"Zares","For Real","Slovenia"
"ZL - United Left",2276,"ZL","Unity, Asssociated List","Slovenia"
"ZL - Zdruena levica (DSD, IDS in Stranka TRS)",,,,"Slovenia"
"ZL - Združena levica (DSD, IDS in Stranka TRS)",2276,"ZL","Unity, Asssociated List","Slovenia"
"ZLSD (Associated List of Social Democrats)",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"ZLSD Combined list s",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"ZLSD Combined list social democrat",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"ZLSD-Combined list",1403,"SD/ZLSD","Social Democrats / United List of Social Democrats","Slovenia"
"ZS (Green Party)",1494,"ZS","Greens of Slovenia","Slovenia"
"ZS Green of Slovenia",1494,"ZS","Greens of Slovenia","Slovenia"
"Zeleni Slovenije",1494,"ZS","Greens of Slovenia","Slovenia"
"green parties",,,,"Slovenia"
" Democratic Party / Alliance (DA)",1038,"DA","Democratic Alliance","South Africa"
" Inkatha Freedom Party (IFP)",1630,"IFP","Inkatha Freedom Party","South Africa"
" Uncertain if and which party voted",,,,"South Africa"
"ACDP",6186,"ACDP","African Christian Democratic Party","South Africa"
"AEB",,,,"South Africa"
"AGANG",,,,"South Africa"
"ANC",1219,"ANC","African National Congress","South Africa"
"ANC breakaway party / new Loekota or George or Shilowa party",,,,"South Africa"
"AZAPO",8698,"AZAPO","Azanian People's Organisation","South Africa"
"Africa Muslim Party",,,,"South Africa"
"Africa Muslim Party (AMP)",,,,"South Africa"
"African Christian  Democratic Party (ACDP)",6186,"ACDP","African Christian Democratic Party","South Africa"
"African Christian Democratic Party",6186,"ACDP","African Christian Democratic Party","South Africa"
"African Christian Democratic Party (ACDP)",6186,"ACDP","African Christian Democratic Party","South Africa"
"African Christian Democratic Party - ACDP",6186,"ACDP","African Christian Democratic Party","South Africa"
"African Independent Congress",,,,"South Africa"
"African Independent Congress (AIC)",,,,"South Africa"
"African Muslim Party",,,,"South Africa"
"African Muslim Party (AMP)",,,,"South Africa"
"African National Congress",1219,"ANC","African National Congress","South Africa"
"African National Congress - ANC",1219,"ANC","African National Congress","South Africa"
"African National Congress - ANC; incl. SACP and COSATU",,,,"South Africa"
"African People's Convention",,,,"South Africa"
"African People's Convention (APC)",,,,"South Africa"
"African Transformation Movement (ATM)",,,,"South Africa"
"Afrikaner Eenheidsbeweging",,,,"South Africa"
"Afrikaner Resistance Movement (AWB)",,,,"South Africa"
"Afrikaner Unity Movement",,,,"South Africa"
"Afrikaner Unity Movement/Afrikaner Eenheids Beweging",,,,"South Africa"
"Afrikaner Unity Movement/Afrikaner Eenheidsbeweging",,,,"South Africa"
"Agang SA",,,,"South Africa"
"Agang South Africa",,,,"South Africa"
"Agang South Africa - AGANG SA",,,,"South Africa"
"Al Jama-ah",,,,"South Africa"
"Azania Peoples Organization",8698,"AZAPO","Azanian People's Organisation","South Africa"
"Azanian People's Organisation",8698,"AZAPO","Azanian People's Organisation","South Africa"
