"piler_party","party_id","party_code","party_name","Country","X5"
"IYI Party/Good Party",6236,"IYI","Good Party","Turkey",
"Don’t Know",,,"|","Turkey",
"ANAP - Motherland Party -",1190,"ANAP","Motherland Party","Turkey",
"CHP - Republican Peoples Party",1060,"CHP","Republican Peoples Party","Turkey",
"DSP - Democratic Left Party -",1740,"DSP","Democratic Left Party","Turkey",
"DYP - True Path Party -",351,"DYP","True Path Party","Turkey",
"HADEP - Peoples Democracy Party -",2472,"HADEP","People's Democracy Party","Turkey",
"MHP - Nationalist Action Party -",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"BBP - Great Unity Party -",1330,"BBP","Great Union Party","Turkey",
"RP Prospetiry Party - Religious Fundamentalist",1067,"RP","Welfare Party","Turkey",
"KARARSIZ",,,"|","Turkey",
"HICBIRI",,,"|","Turkey",
"ASIRI SAG",,,"|","Turkey",
"DIGER",,,"|","Turkey",
"Republican People's Party ",1060,"CHP","Republican Peoples Party","Turkey",
"True Path Party",351,"DYP","True Path Party","Turkey",
"AKP - Justice and Development Party",306,"AKP","Justice and Development Party","Turkey",
"Peace and Democracy Party",2503,"BDP","Peace and Democracy Party","Turkey",
"The Good Party",6236,"IYI","Good Party","Turkey",
"Labour Party",,,,"Uganda",
"Democratic Party",4525,"DP","Democratic Party","Uganda",
"Conservative Party",8929,"CP","Conservative Party","Uganda",
"National Democratic Forum",,,,"Uganda",
"The Free Movement",,,,"Uganda",
"Uganda People's Congress",4524,"UPC","Uganda People's Congress","Uganda",
"Uganda Young Democrats",,,,"Uganda",
"Movement",,,,"Uganda",
"Democratic Party (DP)",4525,"DP","Democratic Party","Uganda",
"Uganda Peoples' Congress (UPC)",4524,"UPC","Uganda People's Congress","Uganda",
"Free Movement",,,,"Uganda",
"Reformist Agenda",,,,"Uganda",
"Multipartyist",,,,"Uganda",
"Jema",,,,"Uganda",
"Social Democratic Party (SDP)",,,,"Uganda",
"National Resistance Movement Organization (NRMO)",,,,"Uganda",
"Forum for Democratic Change (FDC)",5389,"FDC","Forum for Democratic Change","Uganda",
"Uganda Peoples Congress (UPC)",4524,"UPC","Uganda People's Congress","Uganda",
"Conservative Party (CP)",8929,"CP","Conservative Party","Uganda",
"JEEMA",,,,"Uganda",
"National Resistence Movement (NRM)",4523,"NRM","National Resistance Movement","Uganda",
"The Parties Platform (TPP)",,,,"Uganda",
"National Resistance Movement [NRM]",4523,"NRM","National Resistance Movement","Uganda",
"Forum for Democraric Change [FDC]",5389,"FDC","Forum for Democratic Change","Uganda",
"Democratic Party [DP]",4525,"DP","Democratic Party","Uganda",
"Uganda Peoples Congress [UPC]",4524,"UPC","Uganda People's Congress","Uganda",
"The Peoples Progressive Party [PPP]",,,,"Uganda",
"Social Democratic Party [SDP]",,,,"Uganda",
"Uganda Federal Alliance [UFA]",,,,"Uganda",
"Inter Party Coalition",,,,"Uganda",
"People's Progressive Party (PPP)",,,,"Uganda",
"National Resistance Movement (NRM)",4523,"NRM","National Resistance Movement","Uganda",
"Uganda Federal Alliance (UFA)",,,,"Uganda",
"The Justice Forum (JEEMA)",,,,"Uganda",
"Inter party Coalition (IPC)",,,,"Uganda",
"Forum for Democratic Change [FDC]",5389,"FDC","Forum for Democratic Change","Uganda",
"Democratic Party  [DP]",4525,"DP","Democratic Party","Uganda",
"Go Foward",,,,"Uganda",
"Uganda Farmers Party",,,,"Uganda",
"The Alliance for National Transformation (ANT)",,,,"Uganda",
"People power/ Bobi Wine/ Pressure group",,,,"Uganda",
"Independent Candidate",,,,"Uganda",
"Alliance for National Transformation (ANT)",,,,"Uganda",
"National Unity Platform(NUP)",,,,"Uganda",
"Forum for Democratic Change (FDC) or Inter-Party Cooperation (IPC)",,,,"Uganda",
"Uganda People's Party (UPP)",,,,"Uganda",
"National Youth Revolutionary Organisation",,,,"Uganda",
"National Resistance Movement",4523,"NRM","National Resistance Movement","Uganda",
"Forum for Democratic Change",5389,"FDC","Forum for Democratic Change","Uganda",
"Kabaka Yekka (defunct)",4781,"KY","Kabaka Yekka","Uganda",
"Uganda Federal Alliance",,,,"Uganda",
"Uganda Patriotic Movement (defunct)",,,,"Uganda",
"Wahb Yeka Party",,,,"Uganda",
"Federal Democratic Party",,,,"Uganda",
"National Peasant Party",,,,"Uganda",
"People's United Movement (PUM)",,,,"Uganda",
"National Democrats Forum",,,,"Uganda",
"United Uganda People's Party (UUPP)",,,,"Uganda",
"Uganda People´s Congress",4524,"UPC","Uganda People's Congress","Uganda",
"Liberal Democratic Party",3158,"LDPU","Liberal Democratic Party of Ukraine","Ukraine",
"Communist Party",6985,"KPU","Communist Party of Ukraine","Ukraine",
"Green Party",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"Progressive Socialist Party",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"Freedom Party",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"Communist Party of Ukraine",6985,"KPU","Communist Party of Ukraine","Ukraine",
"People's Ruks of Ukraine",,,,"Ukraine",
"Socialist Party of Ukraine",2211,"SPU","Socialist Party of the Ukraine","Ukraine",
"Peasants Party of Ukraine",2205,"SelPU","Peasant Party of Ukraine","Ukraine",
"Party of Greens of Ukraine",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"People's-Democratic Party",2206,"NDPU","People’s Democratic Party of Ukraine","Ukraine",
"All-Ukraine Association 'Gromada'",3554,"H","Hromada","Ukraine",
"Social-Democratic Party",2210,"SDPU(O)","Social Democratic Party of Ukraine (United)","Ukraine",
"Agrarian Party of Ukraine",2215,"APU","Agrarian Party of Ukraine","Ukraine",
"Reforms and Order",5548,"PRP","Party Reform and Order","Ukraine",
"Citizen's Congress of Ukraine",,,,"Ukraine",
"Ukrainian Party of Justice",,,,"Ukraine",
"Congress of Ukrainian Nationalists",2221,"KUN","Congress of Ukrainian Nationalists","Ukraine",
"Ukrainian Republican Party",2214,"URP","Ukrainian Republican Party","Ukraine",
"Liberal Party of Ukraine",8253,"LPU","Liberal Party of Ukraine","Ukraine",
"Labour Party of Ukraine",2229,"PT","Labour Party","Ukraine",
"Ukrainian Christian-Democratic",2218,"KhDPU","Christian Democratic Party of Ukraine","Ukraine",
"Christian-Democratic Party",2218,"KhDPU","Christian Democratic Party of Ukraine","Ukraine",
"Democratic Party of Ukraine",2222,"DPU","Democratic Party of Ukraine","Ukraine",
"Party of National-Economic Development",,,,"Ukraine",
"Union",,,,"Ukraine",
"Inter-Regional Block of Reforms",2227,"MBR","Interregional Reform Bloc","Ukraine",
"Region Revival of Ukraine",,,,"Ukraine",
"All-Ukrainian Party of Workers",,,,"Ukraine",
"All-Ukrainian Party 'Female Initiatives'",,,,"Ukraine",
"Republican Christian Party",,,,"Ukraine",
"Party 'Ukrainian National Assembly'",2213,"UNA","Ukrainian National Assembly","Ukraine",
"Party of Fatherland's Defenders",,,,"Ukraine",
"Party of Muslims of Ukraine",,,,"Ukraine",
"Social-National Party",,,,"Ukraine",
"Constitutional-Democratic Party",2535,"Viche","Constitutional Democratic Party — Viche Party","Ukraine",
"Electoral Block of Socialist Party of Ukraine",,,,"Ukraine",
"Electoral Block 'Labour Party'",,,,"Ukraine",
"Electoral Block of Parties 'National Front'",2223,"NF","Electoral Bloc ""National Front""","Ukraine",
"Electoral Block 'Labour Ukraine'",,,,"Ukraine",
"Electoral Block 'Go On, Ukraine'",,,,"Ukraine",
"Electoral Block 'Democratic Parties NEP'",,,,"Ukraine",
"Electoral Block 'SLON - Social-Liberal Association'",,,,"Ukraine",
"Electoral Block 'Less Words'",,,,"Ukraine",
"Electoral Block 'European Choice of Ukraine'",,,,"Ukraine",
"Election bloc of Political Parties 'Victor Yushchenko Bloc '",,,,"Ukraine",
"Social-democratic Party of Ukraine",2210,"SDPU(O)","Social Democratic Party of Ukraine (United)","Ukraine",
"Election bloc of Political Parties 'Nataliya Vitrenko Bloc'",,,,"Ukraine",
"The Green Party of Ukraine",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"Election bloc of Political Parties 'Ruses bloc'",,,,"Ukraine",
"Social-Democratic Party of Ukraine (united)",2210,"SDPU(O)","Social Democratic Party of Ukraine (United)","Ukraine",
"Election bloc of Political Parties 'For One Ukraine!'",,,,"Ukraine",
"Election bloc of Political Parties 'ZUBR' (For Ukraine, Byel",,,,"Ukraine",
"Election bloc of Political Parties 'Juliya Tymoshenko electi",,,,"Ukraine",
"'Woman for the Future' All-Ukrainian Political Union",,,,"Ukraine",
"Ukrainian Political Party 'Christian Movement'",,,,"Ukraine",
"Communist Party of Ukraine (renew)",8250,"KPUo","Communist Party of Ukraine (renewed)","Ukraine",
"Communist Party of Workers and Peasants",8251,"KPRS","Communist Party of Workers and Peasants","Ukraine",
"Election bloc of Political Parties 'People's Movement of Ukr",,,,"Ukraine",
"Party 'New Generation of Ukraine'",,,,"Ukraine",
"All-Ukrainian Party 'New Power'",,,,"Ukraine",
"Peasant Party of Ukraine",2205,"SelPU","Peasant Party of Ukraine","Ukraine",
"Election bloc of Political Parties 'Democratic Party of Ukra",,,,"Ukraine",
"Party of Rehabilitation of Invalids of Ukraine",,,,"Ukraine",
"Ukrainian Sea Party",,,,"Ukraine",
"Green party",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"Oppositional bloc 'NOT THIS WAY'",,,,"Ukraine",
"Party of Regions",2234,"PR","Party of Regions","Ukraine",
"Peoples' bloc of Lytvyn",2230,"LB","Lytvyn Bloc","Ukraine",
"Communist party of Ukraine",6985,"KPU","Communist Party of Ukraine","Ukraine",
"Socialist party of Ukraine",2211,"SPU","Socialist Party of the Ukraine","Ukraine",
"Bloc 'Our Ukraine'",8366,"OU","Our Ukraine","Ukraine",
"Bloc of Yulia Tymoshenko",2228,"BYuT","Yulia Tymoshenko Bloc","Ukraine",
"Bloc of Natalya Vitrenko 'Peoples' opposition'",,,,"Ukraine",
"Party 'Veche'",2535,"Viche","Constitutional Democratic Party — Viche Party","Ukraine",
"Civil bloc PORA-PRP",,,,"Ukraine",
"Ukrainian Peoples' bloc of Kostenko and Plyusch",,,,"Ukraine",
"Block of Yulia Tymoshenko",2228,"BYuT","Yulia Tymoshenko Bloc","Ukraine",
"Party of regions",2234,"PR","Party of Regions","Ukraine",
"Block of Lytvyn",2230,"LB","Lytvyn Bloc","Ukraine",
"Block 'Our Ukraine - People's self-defense'",2231,"BNU — NS","Our Ukraine — People's Self-Defense Bloc","Ukraine",
"Progressive socialist party of Ukraine",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"'People's Self-defense' (Yu.Lutsenko)",,,,"Ukraine",
"Political party 'Front of changes' (A.Yatsenuk)",,,,"Ukraine",
"Party 'PUNCH' of Vitaly Klychko",5825,"UDAR-VK","Ukrainian Democratic Alliance for Reform","Ukraine",
"Political party 'Our Ukraine' (V.Yuschenko)",8366,"OU","Our Ukraine","Ukraine",
"All-Ukrainian union 'Freedom' (O.Tyagnybok)",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"Political pary 'Power Ukraine' (S.Tygypko)",,,,"Ukraine",
"Political party 'Civil position' (A.Grytsenko)",4780,"GP","Civic Position (Anatolii Grytsenko)","Ukraine",
"All Ukrainian Union 'Fatherland'",3266,"Fath","All Ukrainian Union ""Fatherland""","Ukraine",
"UDAR (Ukrainian Democratic Alliance for Reform) of Vitali Klitschko",5825,"UDAR-VK","Ukrainian Democratic Alliance for Reform","Ukraine",
"All Ukrainian Union 'Freedom'",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"United Gromada",,,,"Ukraine",
"UNA-UNSO",2213,"UNA","Ukrainian National Assembly","Ukraine",
"Communistic Party of Ukraine",6985,"KPU","Communist Party of Ukraine","Ukraine",
"Congress of Ukrainian nationalists",2221,"KUN","Congress of Ukrainian Nationalists","Ukraine",
"People`s democratic Party of Ukraine",2206,"NDPU","People’s Democratic Party of Ukraine","Ukraine",
"People`s Movement of Ukraine(Kostenko)",2207,"Rukh","People's Movement of Ukraine","Ukraine",
"Peoples Movement of Ukraine(Udovenko)",2207,"Rukh","People's Movement of Ukraine","Ukraine",
"Vpered, Ukrayino! (Forward Ukraine)",2225,"VU","Forward, Ukraine!","Ukraine",
"Green Peace Party of Ukraine",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"Party of Slavonic Unity of Ukraine",,,,"Ukraine",
"Socialistic democratic Unity",,,,"Ukraine",
"Progressive socialistic party of Ukraine",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"Socialistic democratic Party (united)",2210,"SDPU(O)","Social Democratic Party of Ukraine (United)","Ukraine",
"Socialistic party of Ukraine",2211,"SPU","Socialist Party of the Ukraine","Ukraine",
"Socialistic national party of Ukraine",,,,"Ukraine",
"Ukrainian republican party",2214,"URP","Ukrainian Republican Party","Ukraine",
"Christian democratic party of Ukraine",2218,"KhDPU","Christian Democratic Party of Ukraine","Ukraine",
"Progressive Socialist party of Ukraine",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"Yulia Tymoshenko Bloc",2228,"BYuT","Yulia Tymoshenko Bloc","Ukraine",
"People's Self-Defense Bloc",2231,"BNU — NS","Our Ukraine — People's Self-Defense Bloc","Ukraine",
"Lytvyn Bloc",2230,"LB","Lytvyn Bloc","Ukraine",
"United Centre party",,,,"Ukraine",
"Our Ukraine Bloc",8366,"OU","Our Ukraine","Ukraine",
"Party «Sluha narodu»",7921,"SN","Servant of the People","Ukraine",
"Party «Opozytsiina platforma – Za zhyttia»",7922,"OPFL","Opposition Platform — For Life","Ukraine",
"All-Ukrainian association «Batkivshchyna»",3266,"Fath","All Ukrainian Union ""Fatherland""","Ukraine",
"Party «Yevropeiska solidarnist»",4778,"BPP","European Solidarity / Petro Poroshenko Bloc","Ukraine",
"Party «Holos»",7923,"H","Voice","Ukraine",
"Oleh Liashko’s Radical party",4774,"RP","Radical Party of Oleh Lyashko","Ukraine",
"Party «Syla i chest»",,,,"Ukraine",
"Partiia «Opozytsiinyi blok»",4779,"OB","Opposition Bloc","Ukraine",
"Party «Hroisman’s Ukrainian Strategy»",,,,"Ukraine",
"Shariy’s Party",,,,"Ukraine",
"All-Ukrainian association «Svoboda»",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"Our Ukraine /Peoples Self-Defence /Peoples Movement of Ukraine",,,,"Ukraine",
"Bloc Yuliya Tymoshenko/ All-Ukrainian Union Fatherland",,,,"Ukraine",
"Lytvyns block/ Peoples Party",,,,"Ukraine",
"Progressive Socialist Party of Ukraine",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"All-Ukrainian Union Freedom",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"Yulia Tymoshenko Bloc / All-Ukrainian Union Fatherland",,,,"Ukraine",
"Our Ukraine / People's Self-Defence / People's Movement of UA",,,,"Ukraine",
"Lytvyn's block / People's party",,,,"Ukraine",
"The Bloc of Yulia Tymoshenko",2228,"BYuT","Yulia Tymoshenko Bloc","Ukraine",
"The Party of Regions",2234,"PR","Party of Regions","Ukraine",
"Our Ukraine Bloc - Narodnaya Samooborona",2231,"BNU — NS","Our Ukraine — People's Self-Defense Bloc","Ukraine",
"The Bloc of Vladimir Litvin",2230,"LB","Lytvyn Bloc","Ukraine",
"The Communist Party of Ukraine",6985,"KPU","Communist Party of Ukraine","Ukraine",
"UDAR Party",5825,"UDAR-VK","Ukrainian Democratic Alliance for Reform","Ukraine",
"PSPU (Volunteered)",2208,"PSPU","Progressive Socialist Party of the Ukraine","Ukraine",
"Regions Party",2234,"PR","Party of Regions","Ukraine",
"Praviy Sector (Volunteered)",4775,"PS","Right Sector","Ukraine",
"Batkivshchyna",3266,"Fath","All Ukrainian Union ""Fatherland""","Ukraine",
"Solidarnost (Volunteered)",,,,"Ukraine",
"People's party of Ukraine",,,,"Ukraine",
"Radikal Party (Volunteered)",4774,"RP","Radical Party of Oleh Lyashko","Ukraine",
"Europe Party (Volunteered)",,,,"Ukraine",
"Rodina (Volunteered)",,,,"Ukraine",
"Samopomosh",4776,"SP","Self Reliance Party","Ukraine",
"Pravyi Sector (Yarosh)",4775,"PS","Right Sector","Ukraine",
"People's Front (Yatsenyuk, Turchinov)",4773,"NF","People's Front","Ukraine",
"Solidarnost-BPP (Poroshenko)",4778,"BPP","European Solidarity / Petro Poroshenko Bloc","Ukraine",
"Opposition Bloc",4779,"OB","Opposition Bloc","Ukraine",
"Radical party (Lyashko)",4774,"RP","Radical Party of Oleh Lyashko","Ukraine",
"Socialistic party (Rud'kovskiy)",2211,"SPU","Socialist Party of the Ukraine","Ukraine",
"Civic position",4780,"GP","Civic Position (Anatolii Grytsenko)","Ukraine",
"Demokratychna Partiya Ukrainy (DPU) - Democratic Party of Ukraine",2222,"DPU","Democratic Party of Ukraine","Ukraine",
"Komunistychna Partiya Ukrainy (KPU) - Communist Party of Ukraine",6985,"KPU","Communist Party of Ukraine","Ukraine",
"Kongres ukrainskich nacionalistiv (KUN)- Congress of Ukrainian Nationalists",2221,"KUN","Congress of Ukrainian Nationalists","Ukraine",
"Liberalna Partiya Ukrainy (LPU) - Liberal Party of Ukraine",8253,"LPU","Liberal Party of Ukraine","Ukraine",
"Narodno-demokratina Partija Ukraini - Peoples Democratic Party of Ukraine",2206,"NDPU","People’s Democratic Party of Ukraine","Ukraine",
"Sotsialtstychna Partiya Ukrainy (SocPU) - Socialistic Party of Ukraine",2211,"SPU","Socialist Party of the Ukraine","Ukraine",
"Ukrainska Republikanska Partiya (URP) - Ukrainian Republic Party",2214,"URP","Ukrainian Republican Party","Ukraine",
"Khrystiyansko-Demokratychna Partiya Ukrainy (KhDPU/UKhDP) - Christian Democratic Party of Ukraine",2218,"KhDPU","Christian Democratic Party of Ukraine","Ukraine",
"Vseukrainske politicne obednannja Derzavnakij kongres",,,,"Ukraine",
"Grazhdanskij Kongress Ukrainy (GKU)",,,,"Ukraine",
"Konstitucijno-demokratina Partija Ukraini",,,,"Ukraine",
"Liberalno-Demokratychna Partiya Ukrainy (LDPU)",3158,"LDPU","Liberal Democratic Party of Ukraine","Ukraine",
"Narodnij Ruch Ukraini (RUCH)",2207,"Rukh","People's Movement of Ukraine","Ukraine",
"Obednannja Nova Ukraina",,,,"Ukraine",
"Mizhrehionalnyi Blok Reformiv (MBR)",2227,"MBR","Interregional Reform Bloc","Ukraine",
"Partiya Ekonomicheskogo Vozrozhdeniya Kryma (PEVK)",2233,"PEVK","Party of Economic Revival of Crimea","Ukraine",
"Partiya Zelenykh Ukrainy (PZU)",2226,"PZU","Party of Greens of Ukraine","Ukraine",
"Partiya Truda Ukrainy (PTU)",6072,"PP","Party of Labor","Ukraine",
"Partija slovjanskoednosti Ukraini",,,,"Ukraine",
"Selianska Partiya Ukrainy (SelPu)",2205,"SelPU","Peasant Party of Ukraine","Ukraine",
"Sotsial-Demokratychna Partiya Ukrainy (SDPU)",8270,"SDPU","Social Democratic Party of Ukraine","Ukraine",
"Ukrainska Konservatyvna Republikanska Partiya (UKRP)",2212,"UKRP","Ukrainian Conservative Republican Party","Ukraine",
"Ukrainska Natsionalna Assembleia (UNA)",2213,"UNA","Ukrainian National Assembly","Ukraine",
"Ukrainska partija ljubiteliv piva",,,,"Ukraine",
"Ukrainska Selianska Demokratychna Partiya (USDP)",,,,"Ukraine",
"Socialistic Democratic Party (United)",2210,"SDPU(O)","Social Democratic Party of Ukraine (United)","Ukraine",
"Block Our Ukraine",8366,"OU","Our Ukraine","Ukraine",
"Julia Timoshenkos Block",2228,"BYuT","Yulia Tymoshenko Bloc","Ukraine",
"N. Vitrenkots Block",,,,"Ukraine",
"Pora PRP",,,,"Ukraine",
"Viche",2535,"Viche","Constitutional Democratic Party — Viche Party","Ukraine",
"Our Ukraine",8366,"OU","Our Ukraine","Ukraine",
"Lytvyn Block",2230,"LB","Lytvyn Bloc","Ukraine",
"All-Ukrainian Union ""Svoboda""",3267,"Fre","All Ukrainian Union ""Freedom"" / Svoboda","Ukraine",
"All-Ukrainian Union ""Fatherland""",3266,"Fath","All Ukrainian Union ""Fatherland""","Ukraine",
"Ukrainian Democratic Alliance for Reform",5825,"UDAR-VK","Ukrainian Democratic Alliance for Reform","Ukraine",
"Strong Ukraine",3178,"SU","Strong Ukraine","Ukraine",
"Front for Change",,,,"Ukraine",
"Civil Position",4780,"GP","Civic Position (Anatolii Grytsenko)","Ukraine",
"Russian Unity",,,,"Ukraine",
"Party ""Soyuz""",,,,"Ukraine",
"Voice",7923,"H","Voice","Ukraine",
"Trust the deeds",,,,"Ukraine",
